,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
1513,6.959799,0.51020837,0.4477742,3.1552134,0.12752631,25.82154,18.18947,0.99688274,3.3805275,0.5312003,11.011121,5.714357,1113.5696
1514,6.5732713,0.4412046,0.42143634,3.5600448,0.121438436,6.853794,20.97946,0.9985306,3.4602299,0.6691528,9.504896,6.3139124,1168.7776
1515,6.6745706,0.57585496,0.44681695,2.0761988,0.10386387,21.831768,17.057981,0.9975963,3.4268014,0.5146471,11.253308,5.2620244,1207.6328
1516,9.776449,0.6727101,0.31166914,1.235508,0.048878144,17.418036,55.16171,0.99489284,3.185752,0.78053993,11.066544,4.8478203,950.61536
1517,9.102806,0.57721937,0.2474923,1.2248195,0.12848836,15.633657,60.41326,0.9947807,3.1702442,0.5816399,11.319427,4.940082,412.09897
1518,7.081373,0.42292115,0.30436534,1.2896042,0.13011168,24.502386,16.792238,0.99483204,3.179334,0.6062755,11.495448,5.4041805,875.7548
1519,7.989867,0.57091796,0.4407765,1.8710603,0.12643987,25.583138,54.003212,0.9947872,3.1753957,0.60811967,11.4787445,4.8411593,369.7386
1520,9.268307,0.62957054,0.32934937,2.847052,0.068971165,22.110456,30.804632,0.9973691,3.2677863,0.6864275,11.167861,5.0160475,488.0788
1521,6.6499877,0.4050293,0.37901405,3.6896853,0.120993994,9.776789,14.852358,0.99837023,3.219252,0.49162742,10.441309,6.1907473,1270.509
1522,9.676668,0.68085194,0.10260683,2.3020077,0.11521795,10.67587,75.777405,0.9969087,3.3832448,0.8058182,10.207716,5.127876,1260.8407
1523,6.5662007,0.68068916,0.4585831,3.3904326,0.12929614,25.933905,15.406652,0.9956122,3.161635,0.54634637,11.405107,5.2966814,966.70953
1524,8.167473,0.53228587,0.36668742,2.471853,0.07535769,5.642865,20.913223,0.9950226,3.3426106,0.61638474,11.497581,5.1106067,494.08664
1525,6.821396,0.62950605,0.4600023,2.934379,0.11757969,12.499762,17.540485,0.9981715,3.4616826,0.57973355,11.216515,5.722659,1251.263
1526,6.9943614,0.6609534,0.4187897,1.8021593,0.0880513,17.285461,21.514227,0.9974932,3.2306235,0.52433234,10.62535,5.401483,954.91724
1527,7.349017,0.4622605,0.36103374,1.8829622,0.12802827,25.687649,41.43685,0.9958561,3.1937819,0.66615945,11.165165,5.2044864,1218.7339
1528,6.6462955,0.46880028,0.43899828,1.6108527,0.11809267,12.844757,24.655048,0.9951016,3.1855857,0.5819417,11.40609,5.6764274,812.0096
1529,6.9707856,0.686759,0.24764875,2.1813767,0.13261549,20.905565,75.95676,0.9963331,3.4536247,0.77261597,11.055101,5.3253913,937.1111
1530,6.830984,0.35871622,0.32865077,3.2825007,0.111203566,13.107069,18.24209,0.99852955,3.367973,0.6102918,9.423693,6.3266973,1262.2003
1531,9.036383,0.55603504,0.28190574,1.4210356,0.08496465,19.462942,74.77708,0.995167,3.2672167,0.7723076,11.14411,4.9001484,641.83484
1532,9.426311,0.64505416,0.39254048,1.2976804,0.08359061,25.64977,74.46638,0.99519855,3.1753821,0.79167455,11.333483,4.84195,456.34824
1533,7.902208,0.41967148,0.45251185,3.7239892,0.06600972,24.930162,63.019527,0.9982037,3.3967395,0.7227586,9.970087,4.897982,1217.1935
1534,6.997404,0.3873284,0.44764316,1.7916476,0.05587768,6.722583,28.911726,0.9952808,3.3896763,0.5077355,10.14203,5.1751018,1183.2437
1535,7.4325495,0.5653519,0.3651949,3.0700374,0.103493065,18.321636,63.521633,0.9982621,3.4209933,0.62109417,10.638421,5.7698855,1139.0867
1536,6.790128,0.6055599,0.3763837,1.3217815,0.08420267,23.158052,33.49335,0.99617213,3.1975088,0.54877335,11.493328,4.9456477,1114.6683
1537,8.447894,0.65795743,0.16294874,1.3381819,0.12629807,16.701519,73.000946,0.99612015,3.2895346,0.672176,11.335074,4.8471756,562.24866
1538,6.597595,0.54472494,0.4589321,3.8002577,0.08205035,18.743757,15.169729,0.9978112,3.3245442,0.6165221,10.22442,5.459154,1137.4028
1539,6.9495206,0.37069532,0.45983848,3.415969,0.08995873,20.580576,13.928171,0.997681,3.4653072,0.49479568,10.243215,6.4677057,498.4277
1540,6.582774,0.47698936,0.43055022,3.7901988,0.12198258,24.739128,27.630646,0.997368,3.2242022,0.6102693,10.704887,4.881903,1233.4033
1541,9.479857,0.6514676,0.29245064,2.638945,0.13029538,25.93638,76.28647,0.9959303,3.2241132,0.58408225,11.511703,4.8513923,567.0843
1542,6.655616,0.40750778,0.39036727,2.3963084,0.13260233,25.714262,24.356289,0.99549925,3.3727424,0.6248577,11.017457,5.6729774,771.17255
1543,9.084558,0.612295,0.11924414,1.9322366,0.05790748,13.275003,76.914665,0.99841356,3.4634767,0.81989104,9.956295,5.3370633,1064.8802
1544,6.8413453,0.47220045,0.32937017,3.5809648,0.11857636,16.93338,50.089268,0.99847263,3.4328125,0.8171892,9.493516,5.492423,1277.6381
1545,7.6529455,0.3925526,0.29167145,3.8219883,0.10529967,9.736119,69.34844,0.99855024,3.460675,0.7526625,9.4093685,5.474406,815.62866
1546,8.90933,0.7048245,0.26649335,2.2788887,0.09661165,25.608282,75.33344,0.99748707,3.1807013,0.5017752,11.466417,5.505448,825.6748
1547,6.9139147,0.3598683,0.4357171,3.0602942,0.12641123,11.642936,22.369724,0.99675757,3.4560084,0.6236773,9.75026,6.020305,1050.0126
1548,8.6159725,0.52381355,0.45818603,3.8221714,0.10191687,18.824179,50.114605,0.998495,3.3439214,0.58780086,11.253092,5.0293474,777.1087
1549,8.826947,0.6538645,0.07876751,1.6709524,0.12752844,8.597119,72.48757,0.9972962,3.3949282,0.8147631,10.841321,5.4058127,1083.7988
1550,8.791273,0.70846796,0.1097071,1.2668772,0.07468176,18.139027,76.37207,0.9951576,3.18876,0.77723753,9.7342415,4.94206,578.60474
1551,6.6425953,0.59250414,0.44876903,2.3668916,0.11698784,11.197332,14.091198,0.99525625,3.1684442,0.51054096,9.648801,5.980762,1212.3362
1552,6.708042,0.3945571,0.34627083,2.0967648,0.11220471,21.032402,38.42172,0.99858296,3.4639885,0.6074566,10.081731,4.990576,1271.8398
1553,8.231229,0.67511123,0.44028834,1.3083549,0.13029945,25.913113,22.579273,0.9947727,3.166302,0.5220422,11.511774,4.9002004,916.8887
1554,9.719834,0.53759754,0.10518637,1.3394783,0.102900706,6.1431456,61.617775,0.9969073,3.463288,0.80406815,9.53042,5.5912466,364.95276
1555,7.3850965,0.41521192,0.45569342,1.7784619,0.10310601,14.505283,14.132477,0.9964526,3.4504604,0.5145933,10.472267,6.2446027,800.98883
1556,6.585712,0.50242424,0.40806013,3.4069324,0.123198904,25.911629,38.080513,0.9982624,3.1696038,0.59385103,11.277672,4.876428,1248.5245
1557,6.5978847,0.49297106,0.4282292,1.289342,0.11222945,23.774002,14.342024,0.99487233,3.1619487,0.4969314,11.5054865,5.067566,1266.0089
1558,6.5993514,0.45495048,0.4600654,3.6704817,0.10690678,6.23956,14.1338215,0.9984801,3.405119,0.49559164,11.442403,6.1522093,1271.8766
1559,9.794492,0.69123745,0.3408919,1.2332944,0.075651035,25.785679,72.34501,0.9947783,3.1633182,0.6698489,11.507742,4.852254,1000.1296
1560,7.4095736,0.6887577,0.43201306,2.3833315,0.052391253,23.582523,56.69701,0.9949706,3.1670992,0.6398614,11.075927,4.842562,1180.3506
1561,7.0169115,0.5861363,0.35008803,2.4208388,0.124096766,12.791296,15.701931,0.9956051,3.2292576,0.59368044,9.893319,5.341545,643.1728
1562,9.725966,0.70271087,0.44336453,1.7510464,0.03934113,5.9277925,75.9345,0.99790496,3.465553,0.8127216,10.727502,4.870652,837.32477
1563,9.283243,0.36519933,0.45845687,1.546477,0.08152925,25.65292,14.6089115,0.99518675,3.1857047,0.49607524,11.471697,5.6252685,860.3433
1564,6.9136095,0.39922804,0.45168993,1.9013479,0.11635829,7.611513,14.616066,0.9957014,3.3672209,0.52311045,10.575192,6.1949425,925.81824
1565,8.028771,0.39117408,0.45757025,3.8032775,0.07136551,6.2394276,21.246212,0.998286,3.4543138,0.701014,10.775155,6.367956,821.0834
1566,6.6054993,0.37645933,0.43564278,3.5974455,0.09221377,25.892693,14.501244,0.99597275,3.169977,0.52039486,9.637725,5.8263283,949.7649
1567,6.630791,0.6497188,0.45508265,1.8360984,0.09741403,25.239054,17.584904,0.9951608,3.1646876,0.5020958,11.501278,5.07866,973.0586
1568,6.6413627,0.37700266,0.45705086,3.8205607,0.11963009,18.993725,13.961094,0.9985878,3.288073,0.49036923,10.806046,6.4509845,1248.6688
1569,7.0905247,0.39837158,0.45597336,1.5733019,0.10805838,24.135242,14.155104,0.9949269,3.1999025,0.50499743,11.084045,5.625519,750.5907
1570,6.5962696,0.4210949,0.45120597,1.5053484,0.1219913,25.839827,14.079977,0.9957996,3.1617908,0.50138956,11.510206,4.8965406,1244.2706
1571,7.549999,0.6783108,0.3671239,2.2706492,0.10927762,7.9814425,59.670525,0.9977662,3.391866,0.76962644,10.1300125,4.8781037,1149.1847
1572,8.84931,0.3585297,0.4066128,1.4140449,0.1309902,6.4285183,39.63769,0.99531,3.4260657,0.50471914,10.950307,5.8381505,1139.0211
1573,8.877719,0.70845723,0.12373105,2.7515984,0.0898282,25.533686,76.01688,0.998577,3.4567573,0.71901274,10.387044,5.474117,632.6243
1574,6.570625,0.35898724,0.4274541,3.5387585,0.12069255,24.667765,21.192623,0.9969066,3.4497952,0.6987208,10.8698435,5.27237,799.6753
1575,9.888129,0.70916235,0.08009511,1.2586968,0.11493301,25.81991,77.49355,0.9965533,3.3720922,0.800545,11.458333,4.8990364,1274.877
1576,7.1013875,0.60715145,0.42122492,1.4102154,0.12697592,11.760864,18.805347,0.99508125,3.1774986,0.5107829,10.822112,5.1077614,826.455
1577,9.745019,0.62372345,0.09807204,1.9638379,0.1285841,21.381426,77.58854,0.99730325,3.4165022,0.8007024,10.614388,5.05593,990.25433
1578,6.6964645,0.3662033,0.41672975,3.7867324,0.047416143,22.589296,14.479454,0.99859595,3.466945,0.70416975,9.474099,6.3982506,1279.5435
1579,6.59142,0.59498245,0.45914406,3.5691242,0.060873505,25.893356,14.094847,0.998349,3.1634824,0.5352767,11.473597,5.1779127,1216.5222
1580,9.940896,0.7093617,0.074683115,1.245655,0.09115713,22.615322,77.66273,0.9949194,3.2176433,0.7887721,11.274812,4.873668,373.14197
1581,6.8948565,0.3895636,0.45133412,1.6847725,0.110972404,25.4726,13.950298,0.9948405,3.1618953,0.49813056,11.507936,6.0419726,485.4384
1582,8.494979,0.38521484,0.45487356,2.5887094,0.060481668,17.921658,17.403255,0.99757284,3.2170062,0.64276516,10.518523,5.784452,1259.9448
1583,9.802738,0.6881226,0.20609279,1.9761443,0.10311349,10.404231,76.64436,0.99482185,3.202629,0.788085,11.506099,4.8690085,491.03162
1584,7.9507236,0.6958901,0.30372295,3.807235,0.041056197,8.653641,53.892635,0.99859405,3.467038,0.7836416,9.383993,5.669848,1272.0793
1585,9.707391,0.64388883,0.072872415,1.537769,0.10098839,25.705338,77.684135,0.9958966,3.2389941,0.8154916,11.036842,4.8437405,1081.7567
1586,6.958375,0.38945216,0.35899198,2.121644,0.13209344,25.124107,48.378807,0.99651355,3.1663678,0.57605165,11.06567,5.08351,1215.0818
1587,6.75944,0.4090034,0.4590942,3.50885,0.06070594,22.020325,14.80731,0.99763983,3.2526286,0.5222545,9.746228,4.99827,1260.1932
1588,6.735586,0.53921425,0.24495855,1.2212673,0.056269094,22.148567,76.31899,0.9948811,3.1616118,0.7011964,11.342992,4.8371863,1253.2157
1589,6.798783,0.4359731,0.44607353,1.4521803,0.092812546,25.923092,14.606098,0.9948147,3.1625013,0.5896571,11.505132,5.023851,886.50006
1590,7.3289704,0.3860891,0.37250674,1.3342289,0.13159737,25.143997,15.088409,0.9947974,3.1801887,0.5130274,10.147543,6.1962857,550.7355
1591,6.564922,0.37998605,0.46063316,3.8215551,0.11615899,25.933115,14.091364,0.9985523,3.4553356,0.51980186,10.226668,6.357118,941.03455
1592,7.8820033,0.6475769,0.08016585,3.251852,0.07121205,25.773705,68.492836,0.9981439,3.376991,0.79311323,10.1688,4.9446774,1100.283
1593,6.9506645,0.7008662,0.4044112,3.1213458,0.060876388,25.4727,45.25448,0.995409,3.1622605,0.51252633,10.323462,4.8663654,847.33496
1594,8.69287,0.365272,0.3565439,3.819868,0.09828605,22.328907,77.334816,0.99859434,3.465725,0.7966726,9.594019,5.032651,1240.1425
1595,8.412073,0.4642106,0.4229007,2.497195,0.11353135,8.168222,32.790676,0.9973702,3.4235728,0.6650816,11.114338,6.143124,1223.2776
1596,7.028711,0.65405196,0.4444176,2.2404196,0.06875071,24.471716,76.40868,0.99840444,3.2265117,0.7742111,10.559636,4.8837643,1087.4235
1597,9.539435,0.6620701,0.18915218,3.3506117,0.049603954,25.414606,77.39155,0.9963879,3.3521,0.79344094,11.409253,4.8392005,1205.8951
1598,6.66604,0.35216942,0.45732984,1.3023927,0.13291876,24.408283,14.000332,0.99516505,3.1932023,0.49390903,10.562457,6.3528743,598.48303
1599,9.744041,0.664816,0.4037814,1.8116457,0.07461509,6.4948215,15.615076,0.9965744,3.3577142,0.6185204,10.93163,5.8532095,764.97455
1600,8.061082,0.40608153,0.42496994,3.670814,0.07185465,19.894312,77.61137,0.9985262,3.4521563,0.68191123,9.776421,4.8547993,1259.3474
1601,9.765582,0.53176665,0.2838495,1.2712939,0.121659145,22.023287,52.456226,0.9947875,3.167198,0.6388796,11.504834,4.864171,385.65195
1602,6.7865143,0.55017823,0.45939672,3.3813272,0.07924117,19.007559,16.932755,0.9983213,3.404149,0.528531,9.8819475,4.9567056,1237.2633
1603,9.749804,0.35246065,0.46045062,3.7742872,0.041034784,5.4751196,15.212723,0.9985959,3.4669342,0.6168593,11.034474,6.4702344,1274.3169
1604,6.5952163,0.35612628,0.38143396,1.4286993,0.06713122,6.9178276,16.001463,0.99545455,3.181973,0.67884403,10.407899,5.2944193,1187.6152
1605,6.6861544,0.3609604,0.4590187,3.7825913,0.12015945,6.1259127,14.420765,0.99759555,3.4639585,0.50065845,9.388936,6.4726887,373.13644
1606,9.292042,0.36334008,0.15030643,1.6238936,0.12573683,20.769295,63.066566,0.997986,3.4642305,0.62159705,10.097579,6.139735,1214.3372
1607,7.406793,0.6852777,0.4529879,3.4212034,0.045143217,6.427552,14.374523,0.9957482,3.2509995,0.53796214,10.195608,6.4708447,993.84753
1608,8.809542,0.6761942,0.46058097,1.6292369,0.07642258,23.940853,73.77433,0.99493307,3.1655688,0.5215191,11.359653,4.872323,1147.4191
1609,9.714991,0.3537117,0.115843534,1.2731522,0.12260421,21.492783,77.33566,0.99712855,3.4590394,0.79646796,9.978237,4.8860755,551.9086
1610,6.5662036,0.45270064,0.45998153,3.8239837,0.12373424,25.605623,13.929499,0.998566,3.1770623,0.49321225,9.432278,6.4709187,1233.4901
1611,6.602894,0.5894017,0.459695,3.8011417,0.053664047,11.650896,28.014969,0.9985943,3.464742,0.5255138,9.702443,6.419422,1226.3763
1612,6.958732,0.4207938,0.35380155,3.459329,0.1326512,17.040743,30.50078,0.99634975,3.439647,0.63907516,9.890119,6.180874,636.3868
1613,9.62815,0.3645658,0.21880113,1.2147523,0.13355297,25.251616,74.2383,0.99490154,3.3472111,0.5953022,9.472883,5.097812,423.695
1614,7.5129747,0.36188552,0.21622431,1.5805904,0.122311674,18.62126,63.99898,0.9961543,3.458915,0.6399753,9.731914,5.2931476,878.4153
1615,7.3117714,0.540194,0.17597994,1.8185116,0.132429,25.502548,75.571915,0.9950309,3.3660283,0.7975735,11.406887,4.897101,529.1513
1616,6.9872537,0.60844505,0.38706335,1.3359023,0.12478023,20.664488,22.264872,0.9950318,3.1655407,0.565166,11.505665,4.9657626,1152.356
1617,6.6826134,0.42937478,0.43147808,2.738544,0.13278966,21.383879,16.559202,0.99593824,3.2913113,0.5070075,10.718217,6.1999726,399.30304
1618,7.3132153,0.56989443,0.30162358,1.9882934,0.109327495,18.910347,64.74825,0.9976201,3.405886,0.64015746,10.573605,5.128681,828.93964
1619,7.802026,0.53833705,0.4521604,3.171617,0.10669486,20.402662,16.946768,0.995406,3.17941,0.5045351,11.500913,5.4446454,1219.6913
1620,8.14407,0.7069257,0.41130927,3.7965045,0.080213584,25.727245,34.319523,0.99705166,3.3927224,0.6973406,11.49653,5.1131406,714.2306
1621,6.7496386,0.40252164,0.4545539,3.7704382,0.13101178,21.550526,65.87244,0.99836266,3.4060228,0.5519945,9.508187,5.8899326,759.0437
1622,9.254116,0.617744,0.4453505,2.9147675,0.071828455,14.690538,35.46082,0.9974119,3.3909974,0.5440323,11.45399,6.056527,1130.4606
1623,6.578609,0.35770428,0.4574137,3.038963,0.082742676,20.349884,14.007595,0.9948822,3.1911657,0.50369716,11.122577,5.5913086,783.341
1624,6.6929364,0.36955866,0.4519276,2.6286068,0.13098282,17.806965,14.001383,0.9951707,3.4458609,0.4941744,10.721619,6.4050794,642.8908
1625,6.593709,0.44644594,0.4180783,3.3077235,0.06643561,21.96225,39.234966,0.998317,3.169226,0.66080666,10.40439,4.905361,1278.7561
1626,8.083079,0.6668815,0.15282096,1.8649789,0.13207783,22.30669,57.536808,0.99745965,3.4366314,0.7742699,10.750619,5.3697867,999.4091
1627,6.5794864,0.3522009,0.45954314,2.8961473,0.12673472,13.079782,14.018023,0.99840903,3.455582,0.5813801,9.370942,6.3590884,1199.3042
1628,7.541232,0.4817878,0.1597361,1.4534745,0.1314757,7.6063194,34.538006,0.9954947,3.4170568,0.75812906,9.412806,6.048156,482.71265
1629,7.470188,0.541566,0.42631346,1.5803168,0.111772135,25.919777,74.973976,0.99563897,3.456378,0.50259846,9.838625,4.935918,682.96124
1630,6.7840824,0.39110985,0.4074567,3.3671741,0.12507972,18.316345,33.719784,0.9985942,3.449907,0.7050051,10.416018,5.384588,1275.4304
1631,7.8458223,0.43789393,0.43431246,3.75288,0.053035945,5.692317,13.955252,0.9982835,3.4231544,0.4959014,10.16971,6.399085,1266.8424
1632,9.930659,0.37577763,0.12378162,1.2210205,0.09546134,24.273375,77.72618,0.9951118,3.3064954,0.82112813,11.144149,4.8391743,576.6841
1633,9.638911,0.68509936,0.22121316,1.4041964,0.09194897,17.124563,61.335724,0.9948582,3.1890821,0.77123666,11.321041,4.864145,406.81598
1634,7.9208364,0.47634822,0.45637825,1.6472206,0.07174793,9.600274,17.538654,0.9969907,3.3085804,0.51416093,11.469314,5.4279203,1272.7122
1635,6.7420073,0.69645107,0.44709706,3.0405004,0.118354805,25.218746,30.396128,0.99568677,3.2392418,0.5289499,11.439941,5.657124,482.6364
1636,7.4048824,0.54103816,0.39259228,3.671176,0.06270563,25.793774,65.216835,0.9985812,3.2162964,0.5506141,9.927561,5.7910585,1278.691
1637,6.6671844,0.67959136,0.44156635,3.081026,0.060183417,25.14245,39.45693,0.99688107,3.1616912,0.5350358,11.509191,4.844257,941.826
1638,6.8474174,0.42071536,0.45271623,3.4671597,0.10249721,5.598324,48.767395,0.9977337,3.4669237,0.6402761,11.07842,6.1577444,634.6441
1639,7.254222,0.35957742,0.4396715,1.5995076,0.13030957,20.75581,56.246025,0.9980319,3.4666595,0.7722913,9.494481,4.9029064,732.243
1640,9.610909,0.44627607,0.13515595,1.2284698,0.10183445,12.003279,74.05172,0.99520093,3.3961802,0.7988363,10.537124,4.874043,460.98306
1641,6.646976,0.358878,0.4578066,3.7824817,0.08945622,23.418064,28.039412,0.9984951,3.460057,0.5957784,10.431831,6.1797223,1254.1047
1642,8.317695,0.36061412,0.12325525,3.6547492,0.11806038,24.104713,40.17964,0.99858165,3.4608595,0.6810261,9.595416,5.5134907,735.58905
1643,9.008467,0.5778408,0.33286905,1.8122042,0.08495674,5.9283934,14.051168,0.9962703,3.1695905,0.5033283,11.480481,5.5377502,1096.394
1644,6.56897,0.48005864,0.44666773,3.1002564,0.13036671,17.226637,14.811714,0.9976475,3.2385948,0.50068325,11.283856,6.286191,1277.8599
1645,9.683771,0.68803316,0.30021456,1.7919779,0.11727939,21.99869,58.122055,0.9947943,3.1626406,0.72119844,11.509409,4.94666,412.55264
1646,7.6046844,0.68441755,0.1869724,2.4556847,0.07743817,25.76007,76.908745,0.9982401,3.3809345,0.7981767,10.748034,4.856087,1256.7137
1647,8.899132,0.674759,0.45914215,1.8330083,0.09931582,25.689917,57.479507,0.9947782,3.162072,0.52353483,11.505664,4.8595552,529.48346
1648,9.940347,0.49674785,0.087790325,1.2207611,0.13060866,10.129589,74.219025,0.9948729,3.3228188,0.77116984,11.138693,4.9991813,685.2692
1649,8.899314,0.6510324,0.25382352,1.2841423,0.05942535,14.4069,76.75862,0.995544,3.3007562,0.8097488,10.601451,4.876783,686.2074
1650,9.707774,0.7095296,0.09898578,1.26579,0.087960556,25.90159,77.687454,0.99478716,3.1837356,0.80136955,11.502212,4.8368106,498.95074
1651,7.3753805,0.6109828,0.35894817,1.4365555,0.13137363,11.672884,65.21277,0.994908,3.1674216,0.5250642,11.31586,4.9448056,1055.7239
1652,9.560552,0.70267355,0.08178608,1.6199857,0.05651219,10.428558,77.68747,0.99495006,3.3701968,0.82126075,11.056444,4.839686,488.1089
1653,6.6240025,0.44062614,0.38465235,3.5330265,0.12788999,16.240034,31.14675,0.9957188,3.2611418,0.5602325,10.998404,5.4298973,760.5603
1654,7.1002874,0.50163436,0.1170651,1.7061776,0.09472144,6.447196,77.39658,0.995693,3.4248464,0.8201858,9.861809,4.906511,998.5286
1655,7.3281965,0.66025984,0.38758802,3.7173069,0.10383371,16.826593,59.833572,0.9973911,3.4569335,0.6272985,9.6657915,5.914215,737.00214
1656,7.252611,0.37277162,0.3435283,3.193389,0.12264467,22.755571,47.006866,0.99826527,3.4383762,0.8070476,9.447795,4.966052,1142.2683
1657,6.591836,0.40630445,0.4593733,3.7776902,0.09454794,7.123063,16.335709,0.9985915,3.4668965,0.524042,9.7017975,6.0552735,1278.7706
1658,6.844899,0.35412768,0.46006554,3.8158846,0.1146624,25.92805,13.9754505,0.99857736,3.175213,0.50127476,9.502928,6.4550624,1246.4534
1659,7.167839,0.36635214,0.4153317,1.3237237,0.089431114,7.3779287,14.5726795,0.9952889,3.2649956,0.5268201,11.371238,6.126722,658.112
1660,6.670531,0.36156958,0.45835152,3.8183737,0.050404422,7.6447897,14.116352,0.998596,3.466964,0.5406052,9.365464,6.4612517,1279.8033
1661,6.8511157,0.3561994,0.45814022,2.9290082,0.112676226,25.530123,40.35194,0.9980193,3.4511137,0.52593595,9.374726,5.775144,1060.0924
1662,6.866432,0.64409333,0.38132352,1.6589555,0.1007381,23.02073,45.171825,0.99487674,3.164111,0.71254116,11.489613,4.858691,411.34042
1663,9.15409,0.6149948,0.09177488,1.2246857,0.11259617,5.9215775,50.800972,0.99491376,3.2659297,0.7533641,11.488812,5.152137,524.7799
1664,6.839173,0.68502337,0.4581799,3.7005334,0.120585985,11.222758,14.253418,0.99825263,3.4175582,0.49454698,10.619527,6.442629,1271.1144
1665,6.901118,0.5323747,0.3678444,3.7022128,0.13315448,18.411188,73.65476,0.9968247,3.457085,0.66140103,11.143451,5.658124,544.17566
1666,9.873265,0.6998598,0.12518752,1.2273538,0.11543122,25.529474,70.619255,0.99478424,3.164401,0.70761395,11.511415,4.84163,489.07318
1667,7.249146,0.5361305,0.42195377,1.5157906,0.09084707,25.875824,22.964685,0.9969643,3.335967,0.56145716,11.470296,4.8747873,1265.4165
1668,7.233411,0.35968602,0.43774876,3.8219392,0.098257415,5.836479,34.71114,0.99859565,3.4670115,0.60474557,9.408674,6.0073137,1267.0177
1669,6.6054335,0.3923054,0.45943105,3.47693,0.066572644,25.149836,14.129116,0.99854314,3.3730676,0.5050466,10.731583,5.704888,1269.8899
1670,9.092241,0.7031227,0.21473163,1.2503098,0.09835129,11.887301,76.3944,0.9950925,3.2620308,0.75065976,10.026316,5.032157,523.81714
1671,7.3578496,0.35256463,0.42475602,3.456298,0.111767024,5.883644,21.752739,0.99810356,3.3425512,0.7006562,9.515445,5.4473567,807.02936
1672,7.196781,0.7015746,0.26795563,3.2738602,0.051111694,17.071478,28.199636,0.9985605,3.4283307,0.760218,9.4301605,5.2688546,928.1617
1673,7.176153,0.6470159,0.21246482,2.0890486,0.09000859,23.083452,64.76112,0.99494785,3.3170702,0.80617493,11.441904,4.83902,467.87622
1674,6.621993,0.58653444,0.41388074,2.0427105,0.119542904,24.551458,18.87759,0.99654466,3.2878175,0.624042,11.488297,4.969351,1186.8074
1675,6.7388644,0.35313284,0.43770754,3.524743,0.066728845,5.912404,15.136335,0.99854106,3.4500217,0.67154706,9.407079,5.7117767,1278.7797
1676,6.611864,0.6512915,0.39273933,1.2710888,0.1250275,17.775766,76.37968,0.99559236,3.370772,0.7541001,10.341369,4.8597946,1222.4673
1677,6.592931,0.5015145,0.4568527,2.4246576,0.09404773,23.889627,25.960836,0.99695885,3.2222283,0.6014983,10.542078,4.9651093,981.8868
1678,9.083311,0.68238616,0.08451028,1.2217764,0.07088406,20.312891,74.67321,0.99486184,3.1633277,0.78552663,11.445265,4.8530025,1221.6768
1679,7.043262,0.47309047,0.44505122,1.4111079,0.111105055,8.845759,14.154251,0.9948203,3.248799,0.5466437,10.278218,6.093302,483.06268
1680,6.8925686,0.6717281,0.45309553,2.6478155,0.049946357,14.780888,14.756304,0.99807227,3.1734402,0.5969577,11.17951,5.2054176,1263.8153
1681,6.5790434,0.36010572,0.4589125,3.8209267,0.11732087,10.920836,14.111391,0.9985953,3.464847,0.49539158,9.788787,6.428338,1279.5974
1682,6.5762553,0.6290552,0.4477656,3.702755,0.045435768,9.787647,16.267717,0.9984759,3.2558794,0.6377938,11.336839,5.703654,1111.4287
1683,7.270001,0.39480948,0.39718384,3.1118655,0.11113949,13.471687,15.588976,0.9960112,3.4400914,0.6150759,11.158545,5.4004526,925.28595
1684,9.690962,0.67032886,0.07907468,1.3168762,0.082052395,5.539631,77.57119,0.99551344,3.3890314,0.81590223,11.237453,4.9355893,1018.5837
1685,6.80976,0.63178337,0.349338,3.1089926,0.10090721,25.619484,33.16432,0.99744374,3.3541324,0.73708564,10.781234,5.4806356,620.55304
1686,7.3535333,0.4070364,0.39984086,1.5183396,0.074124075,14.865873,61.535366,0.99737823,3.4384215,0.7598571,11.444659,5.0445805,805.1092
1687,7.90727,0.59856635,0.4114943,1.3337182,0.10269857,17.920147,17.797281,0.9947986,3.1622415,0.5104573,11.473027,4.853103,967.6112
1688,8.319346,0.7001595,0.26971963,1.5086715,0.08083165,20.537302,31.6158,0.9982325,3.1626506,0.66851217,11.288908,4.9283237,1150.731
1689,6.8221917,0.4737408,0.23754269,3.5734506,0.108516596,11.844415,60.583294,0.99839973,3.4618442,0.78754056,10.329894,5.7032037,1119.5784
1690,6.753314,0.43730205,0.46024397,2.7122223,0.11413016,13.502542,17.09342,0.997942,3.1847353,0.4998616,11.48011,5.7049985,1206.5575
1691,9.896435,0.49117061,0.19848984,1.782023,0.1295864,25.799583,77.69802,0.9975513,3.2424932,0.8007003,11.446454,4.8486147,914.5828
1692,6.5650387,0.6545619,0.33798206,2.3425481,0.044076174,24.391762,61.48032,0.9985641,3.3026507,0.8075834,9.492039,5.1756506,1279.9286
1693,9.331387,0.38671538,0.42029613,3.8105114,0.07853796,5.649254,52.96052,0.9985772,3.4659107,0.7257488,9.465405,6.370535,1066.2715
1694,6.855635,0.59369814,0.41713715,1.6919056,0.1219478,14.410708,73.63291,0.99576694,3.185824,0.61179864,10.951962,4.9002047,863.6922
1695,6.6007237,0.66608614,0.45885938,2.3322163,0.06624429,25.910954,16.37533,0.99720687,3.1622865,0.52495366,11.450749,5.14588,1112.9349
